cardname,cardq,cardrarity,card_edition,cardset,cardcode,cardid,print_id
Batteryman Industrial Strength,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN099,19441018,19441018
Cardcar D,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN100,45812361,45812361
Cockadoodledoo,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN101,42338879,42338879
Cyber Dragon Core,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN102,23893227,23893227
Lady Debug,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN103,16188701,16188701
Lightpulsar Dragon,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN104,99365553,99365553
"Nunu, the Ogdoadic Remnant",1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN105,36010310,36010310
Protecting Spirit Loagaeth,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN106,84339249,84339249
RAM Clouder,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN107,9190563,9190563
Serene Psychic Witch,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN108,98358303,98358303
Silent Psychic Wizard,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN109,62950604,62950604
Stardust Synchron,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN110,37799519,37799519
Swordsman of Revealing Light,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN111,64605089,64605089
T.G. Screw Serpent,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN112,11234702,11234702
Tearlaments Scheiren,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN113,572850,572850
Thunder Sea Horse,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN114,48049769,48049769
Time Thief Winder,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN115,56308388,56308388
Emergency Teleport,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN116,67723438,67723438
Graceful Revival,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN117,98273947,98273947
Solemn Scolding,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN118,92512625,92512625
Sonic Stun,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN119,93138457,93138457
Terrifying Trap Hole Nightmare,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN120,75294187,75294187
Geomathmech Magma,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN121,15248594,15248594
PSY-Framelord Zeta,1,Super Rare,1st Edition,Cyberstorm Crisis,CC-EN122,37192109,37192109
D.D. Crow,1,Ultra Rare,1st Edition,Cyberstorm Crisis,CC-EN123,24508238,24508238
Effect Veiler,1,Ultra Rare,1st Edition,Cyberstorm Crisis,CC-EN124,97268402,97268402
Harpie's Pet Dragon - Fearsome Fire Blast,1,Ultra Rare,1st Edition,Cyberstorm Crisis,CC-EN125,4991081,4991081
Mathematician,1,Ultra Rare,1st Edition,Cyberstorm Crisis,CC-EN126,41386308,41386308
Pikari @Ignister,1,Ultra Rare,1st Edition,Cyberstorm Crisis,CC-EN127,16020923,16020923
Prototype Psychic Blaster,1,Ultra Rare,1st Edition,Cyberstorm Crisis,CC-EN128,95091919,95091919
Ragnaraika Armored Lizard,1,Ultra Rare,1st Edition,Cyberstorm Crisis,CC-EN129,52543404,52543404
Serene Psychic Girl,1,Ultra Rare,1st Edition,Cyberstorm Crisis,CC-EN130,9213491,9213491
Tenyi Spirit - Adhara,1,Ultra Rare,1st Edition,Cyberstorm Crisis,CC-EN131,98159737,98159737
A.I. Connect,1,Ultra Rare,1st Edition,Cyberstorm Crisis,CC-EN132,79015062,79015062
White Mirror,1,Ultra Rare,1st Edition,Cyberstorm Crisis,CC-EN133,19885332,19885332
Warning Point,1,Ultra Rare,1st Edition,Cyberstorm Crisis,CC-EN134,11429811,11429811
Firewall Saber Dragon,1,Ultra Rare,1st Edition,Cyberstorm Crisis,CC-EN135,16926971,16926971
"Juraishin, the Cursed Thunder God",1,Ultra Rare,1st Edition,Cyberstorm Crisis,CC-EN136,78693036,78693036
ROM Cloudia,1,Secret Rare,1st Edition,Cyberstorm Crisis,CC-EN137,44956694,44956694
Pot of Prosperity,1,Secret Rare,1st Edition,Cyberstorm Crisis,CC-EN138,84211599,84211599
Silent Psychic Magician,1,Secret Rare,1st Edition,Cyberstorm Crisis,CC-EN139,16246535,16246535
Wind Pegasus @Ignister,1,Secret Rare,1st Edition,Cyberstorm Crisis,CC-EN140,98506199,98506199
Angmarl the Fiendish Monarch,1,Common,1st Edition,Power of the Primordial,MP03-EN001,65612386,65612386
Clock Wyvern,1,Common,1st Edition,Cyberstorm Crisis,MP03-EN002,21830679,21830679
Element Saurus,1,Common,1st Edition,Power of the Primordial,MP03-EN003,92755808,92755808
Evoltile Gephyro,1,Common,1st Edition,Power of the Primordial,MP03-EN004,55488859,55488859
Flip Frozen,1,Common,1st Edition,Cyberstorm Crisis,MP03-EN005,32176662,32176662
Full Active Duplex,1,Common,1st Edition,Cyberstorm Crisis,MP03-EN006,4483598,4483598
Future Samurai,1,Common,1st Edition,Cyberstorm Crisis,MP03-EN007,90642597,90642597
Ghost Sister & Spooky Dogwood,1,Common,1st Edition,Power of the Primordial,MP03-EN008,60643553,60643553
Infernity Knight,1,Common,1st Edition,Power of the Primordial,MP03-EN009,71341529,71341529
Jurrac Gallim,1,Common,1st Edition,Power of the Primordial,MP03-EN010,43332022,43332022
Stegocyber,1,Common,1st Edition,Power of the Primordial,MP03-EN011,99733359,99733359
The Atmosphere,1,Common,1st Edition,Cyberstorm Crisis,MP03-EN012,14466224,14466224
Time Escaper,1,Common,1st Edition,Cyberstorm Crisis,MP03-EN013,73625877,73625877
Time Wizard,1,Common,1st Edition,Power of the Primordial,MP03-EN014,71625222,71625222
Ultimate Tyranno,1,Common,1st Edition,Power of the Primordial,MP03-EN015,15894048,15894048
Vampiric Koala,1,Common,1st Edition,Power of the Primordial,MP03-EN016,1371589,1371589
Little D,1,Common,1st Edition,Power of the Primordial,MP03-EN017,42625254,42625254
Double Cyclone,1,Common,1st Edition,Cyberstorm Crisis,MP03-EN018,75652080,75652080
Past Image,1,Common,1st Edition,Cyberstorm Crisis,MP03-EN019,50292967,50292967
The Toil of the Normal,1,Common,1st Edition,Cyberstorm Crisis,MP03-EN020,83404468,83404468
